name;id;factions;category;class;models;counter;miniature;idleEffect;moveEffect;rotationEffect;weaponEffect;deathEffect;antiSubEffect;antiAirEffect;chassis;available;expire;series;cost;supply;production;mp;ap;steps;fuel;strength;range;LOS;radar;shock;assault;bombardment;blast;cargo;carrier;transport;switch;spawn;torpedo;attack type;defense type;inf att;veh att;air sml att; air lrg att; nav sml att; nav lrg att; sub att;inf def;veh def;bomb def;air def;nav def;torp def;land def;traits;specialisation;construction
canadian_engineers_43;4751;canada,;land;infantry;UK_Flamethrower_41 0.14 -0.08, UK_Engineer_41 -0.14 0.08,;Infantry;;engineeridle;engineermove;;engineerattack;;;;foot;30/11/1943;24/11/1944;engineers;40;2;;4;1;1;;100;;4;;10;7;;;;;allied_truck, universal_carrier,C15_TA;;;;infantry;infantry;12-18;3-9;;;;;;12;10;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
canadian_engineers_44;4779;canada,;land;infantry;UK_Flamethrower_41 0.14 -0.08, UK_Engineer_41 -0.14 0.08,;Infantry;;engineeridle;engineermove;;engineerattack;;;;foot;24/11/1944;13/12/1945;engineers;45;2;;4;1;1;;100;;4;;10;7;;;;;allied_truck, universal_carrier,C15_TA;;;;infantry;infantry;13-19;4-10;;;;;;13;11;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
C15_TA;4750;canada,;land;transport_land;C15_TA;;;;altruck;rotaltrucks;;;;;wheel;1/5/1943;;;35;1;;8;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;/;/;;;;;;6;6;10;8;10;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
// GERMANY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
German_Infantry_37;1154;germany, waffenss,;land;infantry;German_Rifle_40 -0.01 -0.1, German_Grenade_40 -0.2 0.12, German_Rifle_40 0.2 0.1,;US_Infantry;;infantryidle,0;infantrymove;;infantryattack,0;;;;foot;21/2/1937;19/2/1939;infantry;20;3;;6;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;9;3-6;;;;;;9;9;13;14;13;;;tunneling,concealable,lightTreaded,;;
German_Infantry_39;1155;germany, waffenss,;land;infantry;German_Rifle_40 -0.01 -0.1, German_Grenade_40 -0.2 0.12, German_Rifle_40 0.2 0.1,;US_Infantry;;infantryidle,0;infantrymove;;infantryattack,0;;;;foot;19/2/1939;7/1/1940;infantry;25;3;;6;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;10;3-6;;;;;;10;9;13;14;13;;;tunneling,concealable,lightTreaded,;;
German_Infantry_40;1073;germany, waffenss,;land;infantry;German_Rifle_40 -0.01 -0.1, German_Grenade_40 -0.2 0.12, German_Rifle_40 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;foot;7/1/1940;12/1/1941 ;infantry;30;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;11;4-8;;;;;;11;9;13;14;13;;;tunneling,concealable,lightTreaded,;;
German_Infantry_41;3067;germany, waffenss,;land;infantry;German_Rifle_40 -0.01 -0.1, German_Grenade_40 -0.2 0.12, German_Rifle_40 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;foot;12/1/1941 ;16/1/1942;infantry;35;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;12;5-9;;;;;;12;9;13;14;13;;;tunneling,concealable,lightTreaded,;;
German_infantry_42;1156;germany, waffenss,;land;infantry;German_Rifle_40 -0.01 -0.1, German_Grenade_40 -0.2 0.12, German_Rifle_40 0.2 0.1,;US_Infantry;;infantryidle;infantrymove;;infantryattack;;;;foot;16/1/1942;24/2/1943;infantry;40;3;;6;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;13;6-10;;;;;;13;10;13;14;13;;;tunneling,concealable,lightTreaded,;;
German_infantry_43;1157;germany, waffenss,;land;infantry;German_Rifle_40 -0.01 -0.1, German_Grenade_40 -0.2 0.12, German_Rifle_40 0.2 0.1,;US_Infantry;;infantryidle;infantrymove;;infantryattack;;;;foot;24/2/1943;9/2/1944;infantry;45;3;;6;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;14;7-11;;;;;;14;10;13;14;13;;;tunneling,concealable,lightTreaded,;;
German_Infantry_44;3068;germany, waffenss,;land;infantry;German_Rifle_40 -0.01 -0.1, German_Panzerfaust -0.2 0.12, German_Rifle_40 0.2 0.1,;;;infantry43idle;infantrymove;;InfantryPanzerfaustAttack;;;;foot;9/2/1944;17/2/1945;infantry;50;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;15;8-12;;;;;;15;11;13;14;13;;;tunneling,concealable,lightTreaded,;;
German_infantry_45;1158;germany, waffenss,;land;infantry;German_Rifle_40 -0.01 -0.1, German_Panzerfaust -0.2 0.12, German_Rifle_40 0.2 0.1,;US_Infantry;;infantry43idle;infantrymove;;InfantryPanzerfaustAttack;;;;foot;17/2/1945;;infantry;60;3;;6;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;16;9-13;;;;;;16;11;13;14;13;;;tunneling,concealable,lightTreaded,;;
German_heavyinfantry_37;1159;germany, waffenss,;land;infantry;Ger_Heavy_HMG_40 -0.01 -0.1, Ger_Heavy_Grenade_40 -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12, ;US_Infantry;;heavyinfantrysatchelidle,0;heavyinfantrymove;;heavyinfantryattack;;;aamg,0;foot;18/4/1937;11/4/1939;heavyinfantry;35;4;;4;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;weapon:German_MortarInfantry mortar;;;infantry;infantry;10;6-9;3;;;;;14;11;13;14;13;;;tunneling,concealable,;;
German_heavyinfantry_39;1160;germany, waffenss,;land;infantry;Ger_Heavy_HMG_40 -0.01 -0.1, Ger_Heavy_Grenade_40 -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12, ;US_Infantry;;heavyinfantrysatchelidle,0;heavyinfantrymove;;heavyinfantryattack;;;aamg,0;foot;11/4/1939;14/3/1940;heavyinfantry;45;4;;4;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;weapon:German_MortarInfantry mortar;;;infantry;infantry;11;6-9;3;;;;;15;11;13;14;13;;;tunneling,concealable,;;
German_heavyinfantry_40;1161;germany, waffenss,;land;infantry;Ger_Heavy_HMG_40 -0.01 -0.1, Ger_Heavy_Grenade_40 -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12, ;US_Infantry;;heavyinfantrysatchelidle;heavyinfantrymove;;heavyinfantryattack;;;aamg;foot;14/3/1940;18/3/1941 ;heavyinfantry;50;4;;4;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;weapon:German_MortarInfantry mortar;;;infantry;infantry;12;7-10;3;;;;;16;11;13;14;13;;;tunneling,concealable,;;
German_heavyinfantry_41;1162;germany, waffenss,;land;infantry;Ger_Heavy_HMG_40 -0.01 -0.1, Ger_Heavy_Grenade_40 -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12, ;US_Infantry;;heavyinfantrysatchelidle;heavyinfantrymove;;heavyinfantryattack;;;aamg;foot;18/3/1941 ;23/3/1942;heavyinfantry;60;4;;4;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;weapon:German_MortarInfantry mortar;;;infantry;infantry;13;8-11;3;;;;;17;11;13;14;13;;;tunneling,concealable,;;
German_heavyinfantry_42;1163;germany, waffenss,;land;infantry;Ger_Heavy_HMG_40 -0.01 -0.1, Ger_Heavy_Grenade_40 -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12, ;US_Infantry;;heavyinfantrysatchelidle;heavyinfantrymove;;heavyinfantryattack;;;aamg;foot;23/3/1942;5/4/1943;heavyinfantry;80;4;;4;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;weapon:German_MortarInfantry mortar;;;infantry;infantry;14;9-12;3;;;;;18;12;13;14;13;;;tunneling,concealable,;;
German_heavyinfantry_43;1164;germany, waffenss,;land;infantry;Ger_Heavy_HMG_40 -0.01 -0.1, Ger_Heavy_Grenade_40 -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12, ;US_Infantry;;heavyinfantrysatchelidle;heavyinfantrymove;;heavyinfantryattack;;;aamg;foot;5/4/1943;20/4/1944;heavyinfantry;100;4;;4;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;weapon:German_MortarInfantry mortar;;;infantry;infantry;15;10-13;3;;;;;19;12;13;14;13;;;tunneling,concealable,;;
German_heavyinfantry_44;1165;germany, waffenss,;land;infantry;Ger_Heavy_HMG_40 -0.01 -0.1, German_Panzerschreck -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12, ;US_Infantry;;heavyinfantrybazookaidle;heavyinfantrymove;;heavyinfantry43attack;;;aamg;foot;20/4/1944;30/4/1945;heavyinfantry;120;4;;4;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;weapon:German_MortarInfantry mortar;;;infantry;infantry;16;11-14;3;;;;;20;13;13;14;13;;;tunneling,concealable,;;
German_heavyinfantry_45;1166;germany, waffenss,;land;infantry;Ger_Heavy_HMG_40 -0.01 -0.1, German_Panzerschreck -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12, ;US_Infantry;;heavyinfantrybazookaidle;heavyinfantrymove;;heavyinfantry43attack;;;aamg;foot;30/4/1945;;heavyinfantry;140;4;;4;1;1;;100;;4;;;;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;weapon:German_MortarInfantry mortar;;;infantry;infantry;17;12-15;3;;;;;21;13;13;14;13;;;tunneling,concealable,;;
German_paratroopers_39;1168;germany,;land;infantry;Ger_Para_SMG_40 -0.01 -0.1, Ger_Para_Grenade_40 -0.2 0.12, Ger_Para_SMG_40 0.2 0.1, ;Infantry;;infantryidle;paratroopermove;;paratrooperattack;;;;foot;5/6/1939;12/7/1940;paratroopers;50;4;;6;1;1;3;100;;4;;;2;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;airlift:ju52, ;;;infantry;infantry;12-15;3-6;;;;;;12;10;13;14;13;;;explosives,tunneling,concealable,airborne, quickEntrench;;
German_paratroopers_40;1169;germany,;land;infantry;Ger_Para_SMG_40 -0.01 -0.1, Ger_Para_Grenade_40 -0.2 0.12, Ger_Para_SMG_40 0.2 0.1, ;Infantry;;infantryidle;paratroopermove;;paratrooperattack;;;;foot;12/7/1940;29/6/1941;paratroopers;60;4;;6;1;1;3;100;;4;;;2;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;airlift:ju52, ;;;infantry;infantry;13-16;4-8;;;;;;13;10;13;14;13;;;explosives,tunneling,concealable,airborne, quickEntrench;;
German_paratroopers_41;1170;germany,;land;infantry;Ger_Para_SMG_40 -0.01 -0.1, Ger_Para_Grenade_40 -0.2 0.12, Ger_Para_SMG_40 0.2 0.1, ;Infantry;;infantryidle;paratroopermove;;paratrooperattack;;;;foot;29/6/1941;2/7/1942;paratroopers;80;4;;6;1;1;3;100;;4;;;2;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;airlift:ju52, ;;;infantry;infantry;14-17;5-9;;;;;;14;10;13;14;13;;;explosives,tunneling,concealable,airborne, quickEntrench;;
German_paratroopers_42;1171;germany,;land;infantry;Ger_Para_SMG_40 -0.01 -0.1, Ger_Para_Grenade_40 -0.2 0.12, Ger_Para_SMG_40 0.2 0.1, ;Infantry;;infantryidle;paratroopermove;;paratrooperattack;;;;foot;2/7/1942;1/7/1943;paratroopers;100;4;;6;1;1;3;100;;4;;;2;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;airlift:ju52, ;;;infantry;infantry;15-18;6-10;;;;;;15;11;13;14;13;;;explosives,tunneling,concealable,airborne, quickEntrench;;
German_paratroopers_43;1172;germany,;land;infantry;Ger_Para_SMG_40 -0.01 -0.1, Ger_Para_Grenade_40 -0.2 0.12, Ger_Para_SMG_40 0.2 0.1, ;Infantry;;infantry43idle;paratroopermove;;paratrooperattack;;;;foot;1/7/1943;1/6/1944;paratroopers;120;4;;6;1;1;3;100;;4;;;2;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;airlift:ju52, ;;;infantry;infantry;16-19;7-11;;;;;;16;11;13;14;13;;;explosives,tunneling,concealable,airborne, quickEntrench;;
German_paratroopers_44;1173;germany,;land;infantry;Ger_Para_SMG_40 -0.01 -0.1, Ger_Para_Grenade_40 -0.2 0.12, Ger_Para_SMG_40 0.2 0.1, ;Infantry;;infantry43idle;paratroopermove;;paratrooperattack;;;;foot;1/6/1944;10/7/1945;paratroopers;140;4;;6;1;1;3;100;;4;;;2;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;airlift:ju52, ;;;infantry;infantry;17-20;8-12;;;;;;17;12;13;14;13;;;explosives,tunneling,concealable,airborne, quickEntrench;;
German_paratroopers_45;1174;germany,;land;infantry;Ger_Para_SMG_40 -0.01 -0.1, Ger_Para_Grenade_40 -0.2 0.12, Ger_Para_SMG_40 0.2 0.1, ;Infantry;;infantry45idle;paratroopermove;;paratrooperattack;;;;foot;10/7/1945;;paratroopers;160;4;;6;1;1;3;100;;4;;;2;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;airlift:ju52, ;;;infantry;infantry;18-21;9-13;;;;;;18;12;13;14;13;;;explosives,tunneling,concealable,airborne, quickEntrench;;
german_engineers_37;1291;germany, waffenss,kriegsmarine;land;infantry;German_Flamethrower_40 0.14 -0.08, German_Engineer_40 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;6/11/1937;17/11/1939;engineers;15;2;;4;1;1;;100;;4;;10;7;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;7-13;1-5;;;;;;7;9;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
german_engineers_39;1285;germany, waffenss,kriegsmarine;land;infantry;German_Flamethrower_40 0.14 -0.08, German_Engineer_40 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;17/11/1939;24/12/1940;engineers;20;2;;4;1;1;;100;;4;;10;7;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;8-14;1-5;;;;;;8;9;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
german_engineers_40;3069;germany, waffenss,kriegsmarine;land;infantry;German_Flamethrower_40 0.14 -0.08, German_Engineer_40 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;24/12/1940;18/11/1941;engineers;25;2;;4;1;1;;100;;4;;10;7;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;9-15;2-6;;;;;;9;9;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
german_engineers_41;1286;germany, waffenss,kriegsmarine;land;infantry;German_Flamethrower_40 0.14 -0.08, German_Engineer_40 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;18/11/1941;4/12/1942;engineers;30;2;;4;1;1;;100;;4;;10;7;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;10-16;2-7;;;;;;10;9;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
german_engineers_42;1287;germany, waffenss,kriegsmarine;land;infantry;German_Flamethrower_40 0.14 -0.08, German_Engineer_40 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;4/12/1942;30/11/1943;engineers;35;2;;4;1;1;;100;;4;;10;7;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;11-17;3-8;;;;;;11;10;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
german_engineers_43;1288;germany, waffenss,kriegsmarine;land;infantry;German_Flamethrower_40 0.14 -0.08, German_Engineer_40 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;30/11/1943;24/11/1944;engineers;40;2;;4;1;1;;100;;4;;10;7;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;12-18;3-9;;;;;;12;10;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
german_engineers_44;1289;germany, waffenss,kriegsmarine;land;infantry;German_Flamethrower_40 0.14 -0.08, German_Engineer_40 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;24/11/1944;13/12/1945;engineers;45;2;;4;1;1;;100;;4;;10;7;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;13-19;4-10;;;;;;13;11;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
german_engineers_45;1290;germany, waffenss,kriegsmarine;land;infantry;German_Flamethrower_40 0.14 -0.08, German_Engineer_40 -0.14 0.08,;;;engineeridle;engineermove;;engineerattack;;;;foot;13/12/1945;/;engineers;50;2;;4;1;1;;100;;4;;10;7;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;14-20;4-10;;;;;;14;11;13;14;13;;;explosives,bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,;;
german_mountaineers_40;4731;germany,;land;infantry;German_Mount_Rifle_40 -0.01 -0.1, German_Mount_Grenade_40 -0.2 0.12, German_Mount_Rifle_40 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;ski;1/4/1940;17/9/1941;mountain;50;3;;6;1;1;;100;;4;;/;/;;;;;german_truck;;;;infantry;infantry;12;5-8;;;;;;12;9;13;13;13;;;concealable,lightTreaded,;;
german_mountaineers_41;3070;germany, waffenss,;land;infantry;German_Mount_Rifle_40 -0.01 -0.1, German_Mount_Grenade_40 -0.2 0.12, German_Mount_Rifle_40 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;ski;17/9/1941;5/9/1942;mountain;60;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;13;5-9;;;;;;13;10;13;14;13;;;concealable,lightTreaded,;;
german_mountaineers_42;1333;germany, waffenss,;land;infantry;German_Mount_Rifle_40 -0.01 -0.1, German_Mount_Grenade_40 -0.2 0.12, German_Mount_Rifle_40 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;ski;5/9/1942;9/9/1943;mountain;70;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;14;6-10;;;;;;14;11;13;14;13;;;concealable,lightTreaded,;;
german_mountaineers_43;1334;germany, waffenss,;land;infantry;German_Mount_Rifle_40 -0.01 -0.1, German_Mount_Grenade_40 -0.2 0.12, German_Mount_Rifle_40 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;ski;9/9/1943;17/9/1944;mountain;80;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;15;7-11;;;;;;15;11;13;14;13;;;concealable,lightTreaded,;;
german_mountaineers_44;3083;germany, waffenss,;land;infantry;German_Mount_Rifle_40 -0.01 -0.1, German_Mount_Grenade_40 -0.2 0.12, German_Mount_Rifle_40 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;ski;17/9/1944;22/9/1945;mountain;90;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;16;8-12;;;;;;16;12;13;14;13;;;concealable,lightTreaded,;;
german_mountaineers_45;1335;germany, waffenss,;land;infantry;German_Mount_Rifle_40 -0.01 -0.1, German_Mount_Grenade_40 -0.2 0.12, German_Mount_Rifle_40 0.2 0.1,;;;infantryidle;infantrymove;;infantryattack;;;;ski;22/9/1945;;mountain;100;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;17;9-13;;;;;;17;12;13;14;13;;;concealable,lightTreaded,;;
german_mortarinfantry;1081;germany, waffenss,;land;infantry;Ger_Mortar -0.01 -0.1, Ger_Heavy_Grenade_40 -0.2 0.12, Ger_Heavy_SMG_40 0.17 0.12,;;;MortarInfantryIdle;heavyinfantrymove;;MortarInfantryAttack;;;;foot;;;heavyinfantry;;4;;0;1;1;;100;2;4;;10;/;;;;;;instantRevert,;;;artillery;infantry;6-4;2-1;;;;;;14;11;13;14;13;;;noPurchase,noEditor,noRepair,concealable;;
SS_Wiking;1332;waffenss,;land;infantry;Fin_Ski_Rifle_41 -0.01 -0.1, Fin_Ski_Grenade_41 -0.2 0.12, Fin_Ski_Rifle_41 0.2 0.1,;;;infantryidle;infantrymove;;Ski41Attack;;;;ski;;;;60;3;;6;1;1;;100;;4;;/;/;;;;;german_truck, sdkfz_251, Universal_Carrier_Germany;;;;infantry;infantry;16;5-9;;;;;;11;9;13;14;13;;;noPurchase, noEditor,concealable,guerrilla,;;
German_Bautruppe;2170;germany,;land;infantry;German_Rifle_40 0.14 -0.08, German_Arbeitnehmer -0.14 0.08, ;Infantry;;seabeeidle;engineermove;;seabeeattack;;;;foot;;;;15;0;;6;1;1;;100;;4;;;;;;;;german_truck,;;;;infantry;infantry;2;2;;;;;;5;5;13;14;13;;;bridgeBuilder,concealable,minelayer,minesweeper,entrenchSupport,hexRepairer,noPurchase,noUpgrade;;
Volkssturm;2240;germany,;land;infantry;Volkssturm_Rifle -0.181 -0.01, Volkssturm_Panzerfaust -0.036 0.15, Volkssturm_Rifle 0.12 -0.11, Volkssturm_Rifle 0.277 0.074,;;;VolkssturmIdle;ConscriptsMove;;VolkssturmAttack;;;;foot;25/9/1944;;infantry;30;2;;6;1;1;;100;;4;;/;/;;;;;german_truck;;;;infantry;infantry;11;4-8;;;;;;11;9;13;14;13;;;concealable,lightTreaded,;;
German_Truck;3073;germany, waffenss,;land;transport_land;German_Truck 0 0,;;;;axtruck;rotaxtrucks;;;;;wheel;/;/;;30;1;;8;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;/;/;;;;;;5;5;10;8;10;;;;;
SdKfz_250;1106;germany, waffenss,;land;transport_land;SdKfz_250 0 0,;;;;axhalftrack;rotaxhtracks;MG34;;;;halftrack;2/6/1941;/;;45;1;;8;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;2;2;2;;;;;8;7;10;13;10;;;;;
SdKfz_251;1107;germany, waffenss,;land;transport_land;SdKfz_251 0 0,;;;;axhalftrack;rotaxhtracks;MG34;;;;halftrack;18/7/1939;/;;60;1;;8;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;4;3;2;;;;;10;7;10;13;10;;;;;
SdKfz_7;1264;germany, waffenss,;land;transport_land;SdKfz_7 0 0,;;;;axhalftrack;rotaxhtracks;;;;;halftrack;16/10/1938;/;;40;1;;8;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;/;/;;;;;;6;6;10;10;10;;;heavyTreaded,;;
Universal_Carrier_Germany;1274;germany,;land;transport_land;Universal_Carrier_Germany;;;;altankette;rotaltankettes;vickers303;;;;track_light;1/1/1934;/;;40;1;;10;1;1;;100;;4;;;;;;;;;;;;mechanical;mechanical;2;2;;;;;;6;6;12;9;12;;;;Beutepanzer;
cargo_truck_Germany;1127;germany, waffenss,;land;transport_land;cargo_truck_Germany 0 0,;;;;altruck;rotaltrucks;;;;;wheel;/;/;;0;0;;6;1;1;;100;;2;;;;;;;;;;;;mechanical;mechanical;/;/;;;;;;5;5;10;12;10;;;noPurchase,noSupply,noCapture,noRepair,noEntrench,;;
zundapp_motorcycle;1000;germany, waffenss,;land;recon;Zundapp_Motorcycle 0 0, ;Zundapp_Motorcycle;;;axacar;rotaxcars;MG34;;;;wheel;2/2/1941;1/1/1948;;30;1;;10;1;2;;100;;4;;;;;;;;;;;;mechanical;mechanical;3;1;;;;;;4;3;13;10;13;;;noPurchase,concealable,noSupply,quickRetreat,noCapture,noUpgrade,noEntrench;;
sdkfz_221;1025;germany, waffenss,;land;recon;SdKfz_221 0 0, ;SdKfz_221;;;axacar;rotaxcars;MG34;;;;wheel;27/2/1936;1/5/1936;22x;45;2;;10;1;2;;100;;4;;;;;;;;;;;;mechanical;mechanical;4-2;1;;;;;;9;6;18;14;18;;;noSupply,quickRetreat,noCapture,noEntrench,;;
sdkfz_222;1026;germany, waffenss,;land;recon;SdKfz_222 0 0, ;SdKfz_222;;;axacar;rotaxcars;AT_20mm_Burst;;;;wheel;1/5/1936;19/6/1943;22x;55;2;;10;1;2;;100;;4;;;;;;;;;;;;mechanical;mechanical;4-3;2-3;;;;;;9;6;18;14;18;;;noSupply,quickRetreat,noCapture,noEntrench,;;
SdKfz_231_6Rad;1102;germany, waffenss,;land;recon;SdKfz_231_6Rad 0 0, ;;;;axacar;rotaxcars;AT_20mm_Burst;;;;wheel;1/1/1932;1/1/1935;;65;2;;10;1;2;;100;;4;;;;;;;;;;;;mechanical;mechanical;5-4;2-3;;;;;;10;6;18;18;18;;;noSupply,quickRetreat,noCapture,noEntrench,;;
SdKfz_232_8Rad;1103;germany, waffenss,;land;recon;SdKfz_232_8Rad 0 0, ;;;;axacar;rotaxcars;AT_20mm_Burst;;;;wheel;1/1/1938;1/12/1942;;75;2;;10;1;2;;100;;4;;;;;;;;;;;;mechanical;mechanical;5-4;2-3;;;;;;11;7;18;18;18;;;noSupply,quickRetreat,noCapture,noEntrench,;;
SdKfz_233;2104;germany, waffenss,;land;recon;SdKfz_233;;;;axacar;rotaxcars;HE_75mm_01;;;;wheel;14/8/1942;/;;85;2;;10;1;2;;100;;4;;5;/;;;;;;;;;mechanical;mechanical;7-6;3-4;;;;;;11;7;18;13;18;;;noSupply,quickRetreat,noCapture,noEntrench,;;
SdKfz_234_Puma;2227;germany, waffenss,;land;recon;SdKfz_234_Puma;;;;axacar;rotaxcars;AT_47mm_01_MG;;;;wheel;8/10/1943;/;;85;2;;10;1;2;;100;;4;;/;/;;;;;;;;;mechanical;mechanical;5-4;6-7;;;;;;10;7;18;18;18;;;noSupply,quickRetreat,noCapture,noEntrench,;;
Panhard_178_Germany;1273;germany,;land;recon;Panhard_178_Germany;;;;alacar;rotalcars;AT_25mm_Burst;;;;wheel;23/7/1936;;;70;2;;10;1;2;;100;;4;;;;;;;;;;;;mechanical;mechanical;5-3;3-4;;;;;;10;7;18;15;18;;;noSupply,quickRetreat,noCapture,noEntrench,slowRepair,;Beutepanzer;
